11.04.2023                                                                                                     Saída dinâmica de lista                                                                                                             1


		 Val/MoeACC	MdACC	Def.proj.	Material	  Qtd.entr.	Texto breve material	     Valor/MT	Elemento PEP	Data doc.	Usuário	Nº doc.	Itm	 Valor/MObj	Denominação	Entrado em	Nº doc.ref
		    343,28	BRL	B-0706205	3428220	        39	PINO ISOLADOR RETO NORMAL ACO 15,0KV.	      343,28	B-0706205-SUPR	23.03.2023	STC089575	1087960065		    343,28	SM para projeto	23.03.2023	4900248959
	*			B-0706205	3428220	        39	PINO ISOLADOR RETO NORMAL ACO 15,0KV.	      343,35
		     16,12	BRL	B-0706205	3430120	        10	ALCA PREF DIST ALUM 4AWG 430MM	       16,12	B-0706205-SUPR	18.12.2018	AMA204502	1059352521		     16,12	SM para projeto	18.12.2018	4901074957
		-16,10	BRL	B-0706205	3430120	-10	ALCA PREF DIST ALUM 4AWG 430MM	-16,10	B-0706205-SUPR	09.01.2020	EPC532866	1065452792		-16,10	DM para projeto	09.01.2020	4900013619
	*			B-0706205	3430120	         0	ALCA PREF DIST ALUM 4AWG 430MM	        0,02
		     14,31	BRL	B-0706205	3430140	         6	ALCA PREF DIST CA/CAA 1/0 AWG	       14,31	B-0706205-SUPR	09.02.2017	MAESTRO	1048060237		     14,31	Estorno proj.->próp.	09.02.2017	4900284912
		     21,47	BRL	B-0706205	3430140	         9	ALCA PREF DIST CA/CAA 1/0 AWG	       21,47	B-0706205-SUPR	07.02.2017	MAESTRO	1048044148		     21,47	Estorno proj.->próp.	07.02.2017	4900276625
		-35,85	BRL	B-0706205	3430140	-15	ALCA PREF DIST CA/CAA 1/0 AWG	-35,85	B-0706205-SUPR	09.01.2020	EPC398505	1065446688		-35,85	DM para projeto	09.01.2020	4900011304
		     75,38	BRL	B-0706205	3430140	        15	ALCA PREF DIST CA/CAA 1/0 AWG	       75,38	B-0706205-SUPR	23.03.2023	STC089575	1087960065		     75,38	SM para projeto	23.03.2023	4900248959
		     50,25	BRL	B-0706205	3430140	        10	ALCA PREF DIST CA/CAA 1/0 AWG	       50,25	B-0706205-SUPR	24.03.2023	STC089575	1088005610		     50,25	SM para projeto	24.03.2023	4900254555
	*			B-0706205	3430140	        25	ALCA PREF DIST CA/CAA 1/0 AWG	      125,56
		     36,88	BRL	B-0706205	3430150	         6	ALCA PREF DIST ALUM 4/0AWG 864MM	       36,88	B-0706205-SUPR	09.02.2017	MAESTRO	1048060237		     36,88	Estorno proj.->próp.	09.02.2017	4900284912
		-36,90	BRL	B-0706205	3430150	-6	ALCA PREF DIST ALUM 4/0AWG 864MM	-36,90	B-0706205-SUPR	09.01.2020	EPC398505	1065446688		-36,90	DM para projeto	09.01.2020	4900011304
		     56,81	BRL	B-0706205	3430150	         6	ALCA PREF DIST ALUM 4/0AWG 864MM	       56,81	B-0706205-SUPR	23.03.2023	STC089575	1087960065		     56,81	SM para projeto	23.03.2023	4900248959
		    113,61	BRL	B-0706205	3430150	        12	ALCA PREF DIST ALUM 4/0AWG 864MM	      113,61	B-0706205-SUPR	24.03.2023	STC089575	1088005610		    113,61	SM para projeto	24.03.2023	4900254555
	*			B-0706205	3430150	        18	ALCA PREF DIST ALUM 4/0AWG 864MM	      170,40
		     38,40	BRL	B-0706205	3430380	        10	ALCA PREFORMADA ESTAI 9,50 MM MR	       38,40	B-0706205-SUPR	07.02.2017	MAESTRO	1048044148		     38,40	Estorno proj.->próp.	07.02.2017	4900276625
		-38,40	BRL	B-0706205	3430380	-10	ALCA PREFORMADA ESTAI 9,50 MM MR	-38,40	B-0706205-SUPR	09.01.2020	EPC532866	1065452803		-38,40	DM para projeto	09.01.2020	4900013780
		     65,92	BRL	B-0706205	3430380	        10	ALCA PREFORMADA ESTAI 9,50 MM MR	       65,92	B-0706205-SUPR	05.04.2023	STC089575	1088420448		     65,92	SM para projeto	05.04.2023	4900287516
	*			B-0706205	3430380	        10	ALCA PREFORMADA ESTAI 9,50 MM MR	       65,92
		      0,48	BRL	B-0706205	3430420	         1	ALCA PREF REV AL RAM LIG 10/16MM N. ISOL	        0,48	B-0706205-SUPR	07.02.2017	MAESTRO	1048044148		      0,48	Estorno proj.->próp.	07.02.2017	4900276625
		-0,48	BRL	B-0706205	3430420	-1	ALCA PREF REV AL RAM LIG 10/16MM N. ISOL	-0,48	B-0706205-SUPR	09.01.2020	EPC532866	1065452803		-0,48	DM para projeto	09.01.2020	4900013780
	*			B-0706205	3430420	         0	ALCA PREF REV AL RAM LIG 10/16MM N. ISOL	        0,00
		      7,90	BRL	B-0706205	3430520	         6	ALCA PREF SERV AS AL 35 MM2 NI	        7,90	B-0706205-SUPR	11.02.2017	MAESTRO	1048091363		      7,90	Estorno proj.->próp.	11.02.2017	4900306338
		      5,07	BRL	B-0706205	3430520	         3	ALCA PREF SERV AS AL 35 MM2 NI	        5,07	B-0706205-SUPR	18.12.2018	AMA204502	1059352521		      5,07	SM para projeto	18.12.2018	4901074957
		-7,92	BRL	B-0706205	3430520	-6	ALCA PREF SERV AS AL 35 MM2 NI	-7,92	B-0706205-SUPR	27.12.2018	AMA517555	1059547820		-7,92	JOGO COM: 221- 8643404	27.12.2018	4901098071
		-5,07	BRL	B-0706205	3430520	-3	ALCA PREF SERV AS AL 35 MM2 NI	-5,07	B-0706205-SUPR	27.12.2018	AMA517555	1059547820		-5,07	JOGO COM: 221- 8643404	27.12.2018	4901098071
		      0,02	BRL	B-0706205	3430520		ALCA PREF SERV AS AL 35 MM2 NI	        0,02	B-0706205-SUPR	28.08.2019	ETB420328	1063424300		      0,02	REGULARIZAÇÃO VALOR RESIDUAL	28.08.2019	500001101
		      6,71	BRL	B-0706205	3430520	         4	ALCA PREF SERV AS AL 35 MM2 NI	        6,71	B-0706205-SUPR	10.04.2023	STC089575	1088467450		      6,71	SM para projeto	10.04.2023	4900294919
	*			B-0706205	3430520	         4	ALCA PREF SERV AS AL 35 MM2 NI	        6,71
		      5,52	BRL	B-0706205	3430530	        11	ALCA PREF SERV CONC COBRE 1X6+1X6 MM2	        5,52	B-0706205-SUPR	09.02.2017	MAESTRO	1048060237		      5,52	Estorno proj.->próp.	09.02.2017	4900284912
		      7,28	BRL	B-0706205	3430530	        12	ALCA PREF SERV CONC COBRE 1X6+1X6 MM2	        7,28	B-0706205-SUPR	18.12.2018	AMA204502	1059352521		      7,28	SM para projeto	18.12.2018	4901074957
		-5,50	BRL	B-0706205	3430530	-11	ALCA PREF SERV CONC COBRE 1X6+1X6 MM2	-5,50	B-0706205-SUPR	09.01.2020	EPC532866	1065452792		-5,50	DM para projeto	09.01.2020	4900013619
		-0,61	BRL	B-0706205	3430530	-1	ALCA PREF SERV CONC COBRE 1X6+1X6 MM2	-0,61	B-0706205-SUPR	09.01.2020	EPC532866	1065452792		-0,61	DM para projeto	09.01.2020	4900013619
		-6,71	BRL	B-0706205	3430530	-11	ALCA PREF SERV CONC COBRE 1X6+1X6 MM2	-6,71	B-0706205-SUPR	27.08.2020	EPC862541	1068948009		-6,71	DM para projeto	27.08.2020	4900579740
		     16,53	BRL	B-0706205	3430530	        11	ALCA PREF SERV CONC COBRE 1X6+1X6 MM2	       16,53	B-0706205-SUPR	05.04.2023	STC089575	1088420448		     16,53	SM para projeto	05.04.2023	4900287516
	*			B-0706205	3430530	        11	ALCA PREF SERV CONC COBRE 1X6+1X6 MM2	       16,51
		      1,36	BRL	B-0706205	3430548	         1	ALCA PREF RAM LIG 10/16MM N. ISOL	        1,36	B-0706205-SUPR	05.04.2023	STC089575	1088420448		      1,36	SM para projeto	05.04.2023	4900287516
	*			B-0706205	3430548	         1	ALCA PREF RAM LIG 10/16MM N. ISOL	        1,36
		     23,75	BRL	B-0706205	3431611	        17	LACO PREF. ROLD 25 MM2 AS NI CA	       23,75	B-0706205-SUPR	18.12.2018	AMA204502	1059352521		     23,75	SM para projeto	18.12.2018	4901074957
		-23,80	BRL	B-0706205	3431611	-17	LACO PREF. ROLD 25 MM2 AS NI CA	-23,80	B-0706205-SUPR	08.01.2020	EPC398505	1065436913		-23,80	DM para projeto	08.01.2020	4900010183
	*			B-0706205	3431611	         0	LACO PREF. ROLD 25 MM2 AS NI CA	-0,05
		      3,15	BRL	B-0706205	3431760	         3	LACO PREF ROLD 35 MM2 AS NI CAL	        3,15	B-0706205-SUPR	14.03.2017	CLB154245	1048588874		      3,15	Estorno proj.->próp.	14.03.2017	4900544787
		-3,15	BRL	B-0706205	3431760	-3	LACO PREF ROLD 35 MM2 AS NI CAL	-3,15	B-0706205-SUPR	12.11.2018	AMA517555	1058734192		-3,15	DM para projeto	12.11.2018	4900972856
		      3,54	BRL	B-0706205	3431760	         3	LACO PREF ROLD 35 MM2 AS NI CAL	        3,54	B-0706205-SUPR	18.12.2018	AMA204502	1059352521		      3,54	SM para projeto	18.12.2018	4901074957
		      3,53	BRL	B-0706205	3431760	         3	LACO PREF ROLD 35 MM2 AS NI CAL	        3,53	B-0706205-SUPR	20.12.2018	EPC292535	1059432364		      3,53	SM para projeto	20.12.2018	4901084962
		-1,18	BRL	B-0706205	3431760	-1	LACO PREF ROLD 35 MM2 AS NI CAL	-1,18	B-0706205-SUPR	31.10.2019	EPC532866	1064481246		-1,18	DM para projeto	31.10.2019	4900909722
		-2,36	BRL	B-0706205	3431760	-2	LACO PREF ROLD 35 MM2 AS NI CAL	-2,36	B-0706205-SUPR	09.01.2020	EPC532866	1065452792		-2,36	DM para projeto	09.01.2020	4900013619
		-3,54	BRL	B-0706205	3431760	-3	LACO PREF ROLD 35 MM2 AS NI CAL	-3,54	B-0706205-SUPR	15.02.2020	EPC532866	1066062531		-3,54	DM para projeto	15.02.2020	4900109782
		      6,40	BRL	B-0706205	3431760	         3	LACO PREF ROLD 35 MM2 AS NI CAL	        6,40	B-0706205-SUPR	23.03.2023	STC089575	1087960065		      6,40	SM para projeto	23.03.2023	4900248959
		     21,29	BRL	B-0706205	3431760	        10	LACO PREF ROLD 35 MM2 AS NI CAL	       21,29	B-0706205-SUPR	10.04.2023	STC089575	1088467450		     21,29	SM para projeto	10.04.2023	4900294919
	*			B-0706205	3431760	        13	LACO PREF ROLD 35 MM2 AS NI CAL	       27,68
		    192,71	BRL	B-0706205	3435010	         5	HASTE ACO CARB 16X 2400MM 5000DAN	      192,71	B-0706205-SUPR	18.03.2017	MAESTRO	1048696078		    192,71	Estorno proj.->próp.	18.03.2017	4900591034
		-192,70	BRL	B-0706205	3435010	-5	HASTE ACO CARB 16X 2400MM 5000DAN	-192,70	B-0706205-SUPR	09.01.2020	EPC532866	1065452803		-192,70	DM para projeto	09.01.2020	4900013780
	*			B-0706205	3435010	         0	HASTE ACO CARB 16X 2400MM 5000DAN	        0,01
		     18,85	BRL	B-0706205	3436010	         5	CHAPA ESTAI  76MM	       18,85	B-0706205-SUPR	18.02.2017	MAESTRO	1048204978		     18,85	Estorno proj.->próp.	18.02.2017	4900358677
		-18,85	BRL	B-0706205	3436010	-5	CHAPA ESTAI  76MM	-18,85	B-0706205-SUPR	09.01.2020	EPC398505	1065446688		-18,85	DM para projeto	09.01.2020	4900011304
		     30,52	BRL	B-0706205	3436010	         5	CHAPA ESTAI  76MM	       30,52	B-0706205-SUPR	05.04.2023	STC089575	1088420448		     30,52	SM para projeto	05.04.2023	4900287516
	*			B-0706205	3436010	         5	CHAPA ESTAI  76MM	       30,52
		     11,88	BRL	B-0706205	3461100	         4	ELETRODUTO PVC ROSQ     1/2"	       11,88	B-0706205-SUPR	07.03.2017	CLB144924	1048482657		     11,88	Estorno proj.->próp.	07.03.2017	4900471195
		-11,88	BRL	B-0706205	3461100	-4	ELETRODUTO PVC ROSQ     1/2"	-11,88	B-0706205-SUPR	09.01.2020	EPC398505	1065446688		-11,88	DM para projeto	09.01.2020	4900011304
	*			B-0706205	3461100	         0	ELETRODUTO PVC ROSQ     1/2"	        0,00
		    130,92	BRL	B-0706205	3470008	         2	HASTE ATERRAM CIRC      13,0X 2400,0MM	      130,92	B-0706205-SUPR	16.02.2023	STC967501	1086982307		    130,92	SM para projeto	16.02.2023	4900145139
		    265,35	BRL	B-0706205	3470008	         4	HASTE ATERRAM CIRC      13,0X 2400,0MM	      265,35	B-0706205-SUPR	23.03.2023	STC089575	1087960065		    265,35	SM para projeto	23.03.2023	4900248959
		-132,98	BRL	B-0706205	3470008	-2	HASTE ATERRAM CIRC      13,0X 2400,0MM	-132,98	B-0706205-SUPR	16.02.2023	STC967501	1088459504		-132,98	SM para projeto	10.04.2023	4900294035
	*			B-0706205	3470008	         4	HASTE ATERRAM CIRC      13,0X 2400,0MM	      263,29
		    181,61	BRL	B-0706205	3470070	         6	HASTE TERRA COBRE 16X2400MM	      181,61	B-0706205-SUPR	18.02.2017	MAESTRO	1048204978		    181,61	Estorno proj.->próp.	18.02.2017	4900358677
		-181,62	BRL	B-0706205	3470070	-6	HASTE TERRA COBRE 16X2400MM	-181,62	B-0706205-SUPR	09.01.2020	EPC398505	1065446688		-181,62	DM para projeto	09.01.2020	4900011304
	*			B-0706205	3470070	         0	HASTE TERRA COBRE 16X2400MM	-0,01
		      4,46	BRL	B-0706205	3480270	         4	PARAFUSO ABAU SAE1010    M16X    45MM	        4,46	B-0706205-SUPR	09.02.2017	MAESTRO	1048060237		      4,46	Estorno proj.->próp.	09.02.2017	4900284912
		-4,48	BRL	B-0706205	3480270	-4	PARAFUSO ABAU SAE1010    M16X    45MM	-4,48	B-0706205-SUPR	09.01.2020	EPC398505	1065446688		-4,48	DM para projeto	09.01.2020	4900011304
		      6,66	BRL	B-0706205	3480270	         4	PARAFUSO ABAU SAE1010    M16X    45MM	        6,66	B-0706205-SUPR	23.03.2023	STC089575	1087960065		      6,66	SM para projeto	23.03.2023	4900248959
	*			B-0706205	3480270	         4	PARAFUSO ABAU SAE1010    M16X    45MM	        6,64
		     24,49	BRL	B-0706205	3480275	        16	PARAFUSO ABAU ACO CARB    M16X    70MM	       24,49	B-0706205-SUPR	09.02.2017	MAESTRO	1048060237		     24,49	Estorno proj.->próp.	09.02.2017	4900284912
		     29,83	BRL	B-0706205	3480275	        20	PARAFUSO ABAU ACO CARB    M16X    70MM	       29,83	B-0706205-SUPR	18.12.2018	AMA204502	1059352521		     29,83	SM para projeto	18.12.2018	4901074957
		-5,96	BRL	B-0706205	3480275	-4	PARAFUSO ABAU ACO CARB    M16X    70MM	-5,96	B-0706205-SUPR	08.01.2020	EPC398505	1065436913		-5,96	DM para projeto	08.01.2020	4900010183
		-24,48	BRL	B-0706205	3480275	-16	PARAFUSO ABAU ACO CARB    M16X    70MM	-24,48	B-0706205-SUPR	08.01.2020	EPC398505	1065436913		-24,48	DM para projeto	08.01.2020	4900010183
		-23,84	BRL	B-0706205	3480275	-16	PARAFUSO ABAU ACO CARB    M16X    70MM	-23,84	B-0706205-SUPR	11.02.2020	EPC532866	1065992015		-23,84	DM para projeto	11.02.2020	4900095067
		     33,60	BRL	B-0706205	3480275	        16	PARAFUSO ABAU ACO CARB    M16X    70MM	       33,60	B-0706205-SUPR	23.03.2023	STC089575	1087960065		     33,60	SM para projeto	23.03.2023	4900248959
	*			B-0706205	3480275	        16	PARAFUSO ABAU ACO CARB    M16X    70MM	       33,64
		      9,25	BRL	B-0706205	3480280	         4	PARAFUSO ABAU SAE1010    M16X   150MM	        9,25	B-0706205-SUPR	09.02.2017	MAESTRO	1048060237		      9,25	Estorno proj.->próp.	09.02.2017	4900284912
		      9,40	BRL	B-0706205	3480280	         4	PARAFUSO ABAU SAE1010    M16X   150MM	        9,40	B-0706205-SUPR	18.12.2018	AMA204502	1059352521		      9,40	SM para projeto	18.12.2018	4901074957
		-9,24	BRL	B-0706205	3480280	-4	PARAFUSO ABAU SAE1010    M16X   150MM	-9,24	B-0706205-SUPR	08.01.2020	EPC398505	1065436913		-9,24	DM para projeto	08.01.2020	4900010183
		-9,40	BRL	B-0706205	3480280	-4	PARAFUSO ABAU SAE1010    M16X   150MM	-9,40	B-0706205-SUPR	11.02.2020	EPC532866	1065992015		-9,40	DM para projeto	11.02.2020	4900095067
		     17,42	BRL	B-0706205	3480280	         4	PARAFUSO ABAU SAE1010    M16X   150MM	       17,42	B-0706205-SUPR	23.03.2023	STC089575	1087960065		     17,42	SM para projeto	23.03.2023	4900248959
		     87,09	BRL	B-0706205	3480280	        20	PARAFUSO ABAU SAE1010    M16X   150MM	       87,09	B-0706205-SUPR	31.03.2023	STC089575	1088316262		     87,09	SM para projeto	31.03.2023	4900277152
		     26,13	BRL	B-0706205	3480280	         6	PARAFUSO ABAU SAE1010    M16X   150MM	       26,13	B-0706205-SUPR	21.03.2023	STC089575	1087845873		     26,13	SM para projeto	21.03.2023	4900242489
	*			B-0706205	3480280	        30	PARAFUSO ABAU SAE1010    M16X   150MM	      130,65
		     21,79	BRL	B-0706205	3480285	        18	PARAFUSO CAB QUAD ACO  12X125	       21,79	B-0706205-SUPR	21.02.2017	MAESTRO	1048246842		     21,79	Estorno proj.->próp.	21.02.2017	4900378873
		      2,71	BRL	B-0706205	3480285	         2	PARAFUSO CAB QUAD ACO  12X125	        2,71	B-0706205-SUPR	18.12.2018	AMA204502	1059352521		      2,71	SM para projeto	18.12.2018	4901074957
		-2,42	BRL	B-0706205	3480285	-2	PARAFUSO CAB QUAD ACO  12X125	-2,42	B-0706205-SUPR	09.01.2020	EPC532866	1065452792		-2,42	DM para projeto	09.01.2020	4900013619
		-2,72	BRL	B-0706205	3480285	-2	PARAFUSO CAB QUAD ACO  12X125	-2,72	B-0706205-SUPR	19.02.2020	EPC467571	1066124723		-2,72	DM para projeto	19.02.2020	4900122463
		-19,36	BRL	B-0706205	3480285	-16	PARAFUSO CAB QUAD ACO  12X125	-19,36	B-0706205-SUPR	19.02.2020	EPC467571	1066124723		-19,36	DM para projeto	19.02.2020	4900122463
		     49,18	BRL	B-0706205	3480285	        18	PARAFUSO CAB QUAD ACO  12X125	       49,18	B-0706205-SUPR	23.03.2023	STC089575	1087960065		     49,18	SM para projeto	23.03.2023	4900248959
	*			B-0706205	3480285	        18	PARAFUSO CAB QUAD ACO  12X125	       49,18
		     26,89	BRL	B-0706205	3480305	        10	PARAFUSO CAB QUAD ACO  16X 200	       26,89	B-0706205-SUPR	09.02.2017	MAESTRO	1048060237		     26,89	Estorno proj.->próp.	09.02.2017	4900284912
		-26,90	BRL	B-0706205	3480305	-10	PARAFUSO CAB QUAD ACO  16X 200	-26,90	B-0706205-SUPR	09.01.2020	EPC398505	1065446688		-26,90	DM para projeto	09.01.2020	4900011304
		     21,16	BRL	B-0706205	3480305	         4	PARAFUSO CAB QUAD ACO  16X 200	       21,16	B-0706205-SUPR	16.02.2023	STC967501	1086982307		     21,16	SM para projeto	16.02.2023	4900145139
		     33,80	BRL	B-0706205	3480305	         6	PARAFUSO CAB QUAD ACO  16X 200	       33,80	B-0706205-SUPR	23.03.2023	STC089575	1087960065		     33,80	SM para projeto	23.03.2023	4900248959
	*			B-0706205	3480305	        10	PARAFUSO CAB QUAD ACO  16X 200	       54,95
		     62,95	BRL	B-0706205	3480310	        21	PARAFUSO CAB QUAD ACO  16X 250	       62,95	B-0706205-SUPR	09.02.2017	MAESTRO	1048060237		     62,95	Estorno proj.->próp.	09.02.2017	4900284912
		-63,00	BRL	B-0706205	3480310	-21	PARAFUSO CAB QUAD ACO  16X 250	-63,00	B-0706205-SUPR	09.01.2020	EPC532866	1065452803		-63,00	DM para projeto	09.01.2020	4900013780
		    142,31	BRL	B-0706205	3480310	        21	PARAFUSO CAB QUAD ACO  16X 250	      142,31	B-0706205-SUPR	05.04.2023	STC089575	1088420448		    142,31	SM para projeto	05.04.2023	4900287516
	*			B-0706205	3480310	        21	PARAFUSO CAB QUAD ACO  16X 250	      142,26
		      6,14	BRL	B-0706205	3480315	         2	PARAFUSO CAB QUAD ACO  16X 300	        6,14	B-0706205-SUPR	09.02.2017	MAESTRO	1048060237		      6,14	Estorno proj.->próp.	09.02.2017	4900284912
		-6,14	BRL	B-0706205	3480315	-2	PARAFUSO CAB QUAD ACO  16X 300	-6,14	B-0706205-SUPR	09.01.2020	EPC398505	1065446688		-6,14	DM para projeto	09.01.2020	4900011304
		     15,16	BRL	B-0706205	3480315	         2	PARAFUSO CAB QUAD ACO  16X 300	       15,16	B-0706205-SUPR	05.04.2023	STC089575	1088420448		     15,16	SM para projeto	05.04.2023	4900287516
	*			B-0706205	3480315	         2	PARAFUSO CAB QUAD ACO  16X 300	       15,16
		     21,23	BRL	B-0706205	3480325	         4	PARAFUSO CAB QUAD ACO  16X 400	       21,23	B-0706205-SUPR	14.03.2017	CLB154245	1048588874		     21,23	Estorno proj.->próp.	14.03.2017	4900544787
		     56,71	BRL	B-0706205	3480325	        12	PARAFUSO CAB QUAD ACO  16X 400	       56,71	B-0706205-SUPR	18.12.2018	AMA204502	1059352521		     56,71	SM para projeto	18.12.2018	4901074957
		-37,84	BRL	B-0706205	3480325	-8	PARAFUSO CAB QUAD ACO  16X 400	-37,84	B-0706205-SUPR	08.01.2020	EPC398505	1065436913		-37,84	DM para projeto	08.01.2020	4900010183
		-21,24	BRL	B-0706205	3480325	-4	PARAFUSO CAB QUAD ACO  16X 400	-21,24	B-0706205-SUPR	08.01.2020	EPC398505	1065436913		-21,24	DM para projeto	08.01.2020	4900010183
		-18,92	BRL	B-0706205	3480325	-4	PARAFUSO CAB QUAD ACO  16X 400	-18,92	B-0706205-SUPR	11.02.2020	EPC532866	1065992015		-18,92	DM para projeto	11.02.2020	4900095067
		    151,91	BRL	B-0706205	3480325	        16	PARAFUSO CAB QUAD ACO  16X 400	      151,91	B-0706205-SUPR	15.03.2023	STC089575	1087695811		    151,91	SM para projeto	15.03.2023	4900223752
		     37,99	BRL	B-0706205	3480325	         4	PARAFUSO CAB QUAD ACO  16X 400	       37,99	B-0706205-SUPR	14.03.2023	STC967501	1087667949		     37,99	SM para projeto	14.03.2023	4900216939
		    189,62	BRL	B-0706205	3480325	        20	PARAFUSO CAB QUAD ACO  16X 400	      189,62	B-0706205-SUPR	17.03.2023	STC089575	1087751399		    189,62	SM para projeto	17.03.2023	4900233136
	*			B-0706205	3480325	        40	PARAFUSO CAB QUAD ACO  16X 400	      379,46
		     52,91	BRL	B-0706205	3480330	        10	PARAFUSO CAB QUAD ACO  16X 450	       52,91	B-0706205-SUPR	18.12.2018	AMA204502	1059352521		     52,91	SM para projeto	18.12.2018	4901074957
		-52,90	BRL	B-0706205	3480330	-10	PARAFUSO CAB QUAD ACO  16X 450	-52,90	B-0706205-SUPR	08.01.2020	EPC398505	1065436913		-52,90	DM para projeto	08.01.2020	4900010183
	*			B-0706205	3480330	         0	PARAFUSO CAB QUAD ACO  16X 450	        0,01
		     69,28	BRL	B-0706205	3480345	        11	PARAFUSO CAB QUAD ACO  16X 600	       69,28	B-0706205-SUPR	09.02.2017	MAESTRO	1048060237		     69,28	Estorno proj.->próp.	09.02.2017	4900284912
		     31,49	BRL	B-0706205	3480345	         5	PARAFUSO CAB QUAD ACO  16X 600	       31,49	B-0706205-SUPR	07.02.2017	MAESTRO	1048044148		     31,49	Estorno proj.->próp.	07.02.2017	4900276625
		-100,80	BRL	B-0706205	3480345	-16	PARAFUSO CAB QUAD ACO  16X 600	-100,80	B-0706205-SUPR	09.01.2020	EPC398505	1065446688		-100,80	DM para projeto	09.01.2020	4900011304
		    188,75	BRL	B-0706205	3480345	        16	PARAFUSO CAB QUAD ACO  16X 600	      188,75	B-0706205-SUPR	05.04.2023	STC089575	1088420448		    188,75	SM para projeto	05.04.2023	4900287516
	*			B-0706205	3480345	        16	PARAFUSO CAB QUAD ACO  16X 600	      188,72
		     90,95	BRL	B-0706205	3480485	        10	PARAFUSO CAB QUAD ACO  16X 650	       90,95	B-0706205-SUPR	21.03.2023	STC089575	1087845873		     90,95	SM para projeto	21.03.2023	4900242489
	*			B-0706205	3480485	        10	PARAFUSO CAB QUAD ACO  16X 650	       90,95
		     34,15	BRL	B-0706205	3485167	         9	PARAFUSO PRISIONEIRO ACO  219MM  M20	       34,15	B-0706205-SUPR	18.12.2018	AMA204502	1059352521		     34,15	SM para projeto	18.12.2018	4901074957
		-34,11	BRL	B-0706205	3485167	-9	PARAFUSO PRISIONEIRO ACO  219MM  M20	-34,11	B-0706205-SUPR	08.01.2020	EPC398505	1065436913		-34,11	DM para projeto	08.01.2020	4900010183
	*			B-0706205	3485167	         0	PARAFUSO PRISIONEIRO ACO  219MM  M20	        0,04
		    186,15	BRL	B-0706205	3486040	        36	OLHAL P/PARAF FOFO M16-5/8" 5000DAN	      186,15	B-0706205-SUPR	31.03.2017	CLB144924	1048976648		    186,15	Estorno proj.->próp.	31.03.2017	4900726120
		    228,67	BRL	B-0706205	3486040	        44	OLHAL P/PARAF FOFO M16-5/8" 5000DAN	      228,67	B-0706205-SUPR	18.12.2018	AMA204502	1059352521		    228,67	SM para projeto	18.12.2018	4901074957
		-186,12	BRL	B-0706205	3486040	-36	OLHAL P/PARAF FOFO M16-5/8" 5000DAN	-186,12	B-0706205-SUPR	08.01.2020	EPC398505	1065436913		-186,12	DM para projeto	08.01.2020	4900010183
